2017-01-17,62.68,62.700001,62.029999,62.529999,20664000,62.153195
2017-01-18,62.669998,62.700001,62.119999,62.5,19670100,62.123377000000005
2017-01-19,62.240002000000004,62.98,62.200001,62.299999,18451700,61.924581
2017-01-20,62.669998,62.82,62.369999,62.740002000000004,30213500,62.361931999999996
2017-01-23,62.700001,63.119999,62.57,62.959998999999996,23097600,62.580604
2017-01-24,63.200001,63.740002000000004,62.939999,63.52,24672900,63.13723100000001
2017-01-25,63.950001,64.099998,63.450001,63.68,23672700,63.29626700000001
2017-01-26,64.120003,64.540001,63.549999,64.269997,43554600,63.882707999999994
2017-01-27,65.389999,65.910004,64.889999,65.779999,44818000,65.38361
2017-01-30,65.690002,65.790001,64.800003,65.129997,31651400,64.737526
2017-01-31,64.860001,65.150002,64.260002,64.650002,25270500,64.260423
2017-02-01,64.360001,64.620003,63.470001,63.580002,39671500,63.196870999999994
2017-02-02,63.25,63.41,62.75,63.169998,45827000,62.789338
2017-02-03,63.5,63.700001,63.07,63.68,30301800,63.29626700000001
2017-02-06,63.5,63.650002,63.139998999999996,63.639998999999996,19796400,63.25650699999999
2017-02-07,63.740002000000004,63.779999,63.23,63.43,20277200,63.047773
2017-02-08,63.57,63.810001,63.220001,63.34,18096400,62.958315
2017-02-09,63.52,64.440002,63.32,64.059998,22644400,63.673974
2017-02-10,64.25,64.300003,63.98,64.0,18170700,63.614338000000004
2017-02-13,64.239998,64.860001,64.129997,64.720001,22920100,64.33
2017-02-14,64.410004,64.720001,64.019997,64.57,23065900,64.57
2017-02-15,64.5,64.57,64.160004,64.529999,16917000,64.529999
2017-02-16,64.739998,65.239998,64.440002,64.519997,20524700,64.519997
2017-02-17,64.470001,64.690002,64.300003,64.620003,21234600,64.620003
2017-02-21,64.610001,64.949997,64.449997,64.489998,19384900,64.489998
2017-02-22,64.33000200000001,64.389999,64.050003,64.360001,19259700,64.360001
2017-02-23,64.41999799999999,64.730003,64.190002,64.620003,20235200,64.620003
2017-02-24,64.529999,64.800003,64.139999,64.620003,21705200,64.620003
2017-02-27,64.540001,64.540001,64.050003,64.230003,15850400,64.230003
2017-02-28,64.08000200000001,64.199997,63.759997999999996,63.98,23043900,63.98
2017-03-01,64.129997,64.989998,64.019997,64.940002,26763800,64.940002
2017-03-02,64.690002,64.75,63.880001,64.010002,24510900,64.010002
2017-03-03,63.990002000000004,64.279999,63.619999,64.25,18135900,64.25
2017-03-06,63.970001,64.559998,63.810001,64.269997,17487700,64.269997
2017-03-07,64.190002,64.779999,64.190002,64.400002,18300700,64.400002
2017-03-08,64.260002,65.08000200000001,64.25,64.989998,20961700,64.989998
2017-03-09,65.190002,65.199997,64.480003,64.730003,19772700,64.730003
2017-03-10,65.110001,65.260002,64.75,64.93,19528300,64.93
2017-03-13,65.010002,65.190002,64.57,64.709999,19551800,64.709999
2017-03-14,64.529999,64.550003,64.150002,64.410004,14263700,64.410004
2017-03-15,64.550003,64.91999799999999,64.25,64.75,20501900,64.75
